x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
835,600,616,629,954,543,860,-84,882,676
326,475,611,344,282,291,856,1459,812,1288
320,456,615,885,644,783,856,674,879,723
573,71,628,486,514,667,857,191,172,74
449,751,624,974,1556,739,860,934,981,780
1129,613,615,513,1088,1074,855,-183,989,631
736,833,622,1062,799,528,853,400,1035,956
1195,388,613,571,315,502,845,785,838,385
829,722,605,1021,1279,620,845,1040,1169,976
59,805,616,561,821,942,847,676,640,1598
1122,973,606,792,1105,579,849,363,662,949
486,527,597,799,558,573,842,914,948,1354
548,845,601,1026,774,678,842,713,848,1087
1310,1153,601,664,754,587,844,629,870,840
819,584,610,844,1116,776,852,664,1078,863
666,57,603,877,698,383,840,875,502,880
1352,1124,596,1021,416,654,847,260,674,615
442,700,606,1016,585,879,848,885,748,343
531,808,598,666,518,974,843,484,716,1254
-44,64,606,471,887,648,839,965,835,751
383,192,598,967,626,981,845,787,982,1221
832,869,597,797,758,1021,846,686,843,522
560,445,598,1425,663,726,850,397,1206,1272
559,447,606,495,373,484,833,1284,1111,794
130,212,599,1252,459,471,831,228,884,727
1065,318,601,539,671,722,838,856,692,979
634,1015,612,794,648,304,827,846,585,1218
-81,-30,607,902,568,718,835,647,597,358
465,17,600,931,835,1211,841,1000,908,888
585,953,607,669,840,782,833,756,874,757
360,560,610,788,1291,877,839,477,776,471
448,890,608,741,773,1009,828,636,509,1100
354,1284,609,524,1085,739,829,437,591,654
693,113,617,641,343,983,822,-41,898,931
331,577,616,639,993,742,829,1105,935,790
1499,111,610,407,1369,411,818,1155,814,1063
1046,166,620,574,622,748,819,1025,766,974
1162,905,613,599,737,767,827,375,524,1072
1467,367,613,860,334,413,813,596,283,1074
762,392,623,900,489,884,814,687,747,658
1062,922,616,1096,915,511,868,1354,1085,832
725,664,622,322,521,687,864,910,681,964
528,411,606,450,678,808,866,579,719,1155
637,606,624,730,786,793,877,611,942,841
866,851,615,307,845,801,871,182,1133,1058
626,871,607,899,1037,775,876,221,900,1320
621,816,611,257,1171,987,859,1024,1122,996
642,466,617,755,748,825,868,1133,943,878
865,654,611,533,1116,692,865,741,1225,1209
617,441,607,551,794,846,866,1287,1060,995
783,663,626,76,528,658,876,357,967,974
756,81,608,571,957,1067,868,903,782,906
606,527,627,1233,885,429,876,-63,620,1354
1173,344,618,553,571,904,869,774,602,570
702,963,608,711,1268,385,859,1028,636,312
1013,332,620,802,687,964,864,1315,650,720
849,772,610,834,1055,762,877,430,778,1129
752,456,614,925,167,722,859,607,907,628
842,720,619,487,755,490,869,157,1039,663
312,208,620,856,736,657,872,409,713,932
250,798,609,895,553,632,873,547,963,394
937,1037,619,1210,446,689,871,636,830,1459
612,733,617,671,400,980,877,914,453,1376
542,614,627,1296,1206,1002,880,455,910,374
992,63,625,785,1176,854,871,745,473,603
161,-268,630,856,563,769,888,926,849,1010
880,339,634,641,791,866,898,990,1048,918
654,682,631,294,758,521,901,1080,968,1062
408,489,624,954,855,514,889,439,903,869
799,552,641,824,585,884,893,1028,786,455
164,358,638,856,778,581,889,555,964,585
597,670,634,793,837,741,899,635,479,1473
305,862,640,579,1291,785,898,503,1097,1012
755,140,642,1000,1243,798,904,332,802,1070
267,814,642,1245,1053,551,899,816,710,1192
842,406,470,456,1101,1069,796,934,1254,590
414,157,466,960,351,634,786,925,694,979
426,1191,468,729,1234,723,805,971,939,571
137,480,469,723,782,579,795,991,1312,778
740,143,476,616,1034,621,798,1325,1108,622
1147,724,482,586,567,826,807,-147,782,943
257,1084,473,402,505,924,815,699,471,468
850,271,482,1090,677,1051,798,628,1520,691
432,813,483,879,803,1106,808,1119,674,849
367,332,475,254,830,920,813,911,355,760
675,-168,486,803,1052,751,809,754,942,648
1063,435,489,814,1174,760,806,801,597,1034
331,666,488,788,418,605,816,494,882,1135
895,897,485,1143,945,393,810,893,538,877
4,916,492,632,500,820,821,921,809,1199
1135,50,481,286,586,637,821,326,1256,600
1082,620,490,1086,1215,926,816,664,971,1077
731,347,487,826,1237,545,809,527,504,880
1300,563,493,368,869,913,807,917,782,979
-117,143,499,668,827,741,815,977,956,548
585,550,483,1045,1016,775,811,715,619,448
308,936,491,774,609,450,818,107,829,718
287,1299,485,867,952,672,819,433,865,1169
701,559,501,199,845,570,812,392,606,1161
634,769,484,1047,889,865,827,1046,895,1119
864,392,486,902,821,952,827,320,998,456
680,522,497,889,986,374,814,678,488,1195
581,1417,494,410,1218,193,824,537,405,1017
637,824,484,1473,969,843,817,625,621,1034
796,983,499,736,784,465,823,1272,752,965
932,336,500,390,1260,740,833,441,1288,952
723,803,504,924,804,630,841,1210,1008,970
641,771,500,603,984,776,830,453,466,983
620,834,507,1125,869,687,828,777,1147,472
744,642,504,529,841,831,838,762,903,666
915,688,513,983,746,1023,833,192,899,701
864,679,512,240,409,867,843,793,598,1138
735,711,505,1278,1137,591,834,1337,994,962
594,636,508,1168,806,591,845,764,717,840
343,1367,518,550,778,1100,842,673,632,867
734,-23,514,390,571,631,843,690,698,545
-23,547,508,839,934,723,847,634,599,320
510,459,513,523,682,941,848,677,586,1095
1192,359,524,831,713,642,844,1586,977,889
458,334,527,1116,1219,1171,834,734,584,887
223,743,522,696,703,421,842,672,639,1212
554,661,535,1197,230,556,831,500,953,836
475,1030,532,923,967,644,839,960,584,923
825,681,523,836,1368,758,843,641,820,927
302,924,536,1110,701,582,834,778,1018,887
1404,394,526,637,740,897,840,484,1186,818
619,755,529,493,908,837,830,1112,415,947
336,221,535,399,629,835,829,762,1308,565
638,769,536,783,459,564,821,672,933,1163
963,284,539,232,1206,727,828,805,1216,1139
1202,491,521,810,815,695,836,997,758,634
744,232,525,737,326,779,820,772,1046,962
863,22,530,569,932,903,829,717,955,920
-190,734,540,161,526,475,822,734,504,906
250,846,526,619,625,549,831,902,943,1086
777,477,520,1040,1065,741,820,1000,904,721
241,182,530,552,858,831,828,720,554,793
394,652,537,991,941,808,834,236,692,1146
1072,606,532,784,750,735,821,56,894,332
1185,852,531,1218,1085,525,824,453,746,1141
869,-157,533,577,948,528,830,260,676,905
1042,530,528,523,1132,657,822,1115,700,894
113,244,538,892,799,638,817,439,690,1206
-137,1173,544,914,1051,817,816,699,968,592
175,880,532,833,610,683,825,59,641,1297
1007,219,536,580,890,865,813,976,706,989
182,168,543,898,904,929,823,817,396,1263
1262,621,545,876,420,880,812,448,417,296
8,1024,537,795,775,656,814,789,1034,1020
1303,855,545,12,759,575,807,593,1015,1823
300,867,550,185,784,943,812,737,1012,1016
236,893,547,529,1003,598,803,871,882,1061
968,291,553,551,961,780,800,961,886,480
724,660,554,524,825,659,807,611,738,796
727,784,535,612,635,704,816,672,947,1497
750,648,545,309,747,720,805,323,726,925
626,320,539,429,961,934,814,1229,830,782
534,19,532,605,903,618,820,1049,646,959
930,221,546,713,430,723,810,976,852,457
863,512,539,903,847,885,805,931,1008,352
330,313,539,254,1057,578,813,517,991,949
797,116,542,698,541,672,808,666,568,1136
328,1174,537,364,520,627,817,533,637,779
586,229,547,387,1659,787,808,368,911,1345
424,604,535,954,1025,497,812,1146,352,1260
813,990,539,1194,735,810,813,401,1092,373
1119,511,534,910,1091,608,822,1029,628,803
430,299,532,417,729,832,829,1126,456,977
674,1056,528,745,502,666,816,458,1280,1220
180,529,525,581,736,826,827,992,978,652
-181,307,529,573,498,798,837,669,722,1159
627,807,529,652,1311,731,827,1629,903,808
640,739,536,514,387,783,844,486,711,1244
755,357,523,927,955,647,832,543,372,733
904,808,530,667,952,642,837,408,650,1034
250,598,528,744,1359,716,838,500,782,742
179,77,523,999,577,877,848,446,749,1111
785,786,519,804,104,717,857,540,1162,1209
890,983,520,634,1110,839,845,757,947,1396
555,947,521,331,875,829,855,522,849,660
1003,305,513,506,961,879,852,859,878,1074
790,462,517,696,695,874,861,821,1344,742
17,1073,510,483,1203,548,869,680,946,863
910,616,501,670,268,490,865,1308,825,1109
427,1289,512,927,725,856,870,1152,875,764
1541,694,519,384,605,728,877,1226,1016,886
538,1059,503,604,767,1083,869,676,984,631
837,9,505,636,126,652,873,533,919,798
386,398,508,951,512,999,859,688,624,699
382,871,509,659,705,750,869,410,679,952
184,1170,511,943,543,570,863,335,583,553
559,1368,506,507,540,1128,865,430,445,1235
1190,677,513,979,445,552,876,656,582,1025
1183,761,501,693,200,1061,878,597,779,457
949,180,508,66,742,924,869,1261,735,1099
-55,594,516,686,781,865,859,213,1238,776
192,106,504,695,1099,514,873,757,792,1337
465,348,516,580,403,840,866,692,1135,793
1057,686,501,593,618,1061,878,697,649,832
657,745,502,906,813,824,868,1146,1242,958
1104,-62,501,775,815,819,878,256,1040,574
231,566,491,808,736,670,870,594,746,621
286,661,511,480,139,647,887,963,1018,875
707,557,503,684,669,809,874,614,739,715
1637,924,511,858,402,709,879,1025,810,1085
630,-56,501,923,849,864,880,924,1070,1172
1099,406,501,207,943,694,883,729,770,574
1266,184,491,547,1049,489,890,590,569,628
855,17,498,763,1177,1047,889,704,897,1464
-125,936,510,1151,516,567,875,510,832,839
286,1045,500,612,365,695,880,1411,660,701
665,616,492,804,300,776,881,606,912,650
750,152,503,-1,737,1081,876,528,714,663
435,-53,507,967,1006,768,886,348,620,983
791,799,502,702,1221,772,872,624,1086,1122
269,744,500,975,32,881,882,1041,610,1133
618,365,490,456,690,849,882,740,966,762
209,784,500,1088,601,531,881,1107,1009,913
972,641,493,830,716,746,878,777,766,610
706,126,503,1026,497,695,873,893,420,843
662,890,500,591,1194,789,883,888,869,881
1024,331,496,1223,1202,697,874,433,1006,894
1197,208,495,325,970,813,885,412,332,935
1025,438,496,551,320,867,886,929,811,694
978,210,494,698,392,704,877,98,728,1084
380,589,493,593,764,844,888,545,814,985
652,701,492,795,475,706,879,1211,741,612
945,522,500,718,943,752,886,1113,669,1034
124,9,504,680,469,407,876,406,836,916
1199,612,490,979,883,984,895,779,625,626
449,774,499,761,797,745,887,423,1049,1121
556,561,505,1311,670,559,888,851,1115,776
1010,309,508,835,1176,1027,885,194,968,180
448,947,510,1096,739,651,892,387,589,340
871,944,500,988,714,828,887,733,1014,1019
200,269,506,1341,839,585,879,878,888,795
1174,593,492,1137,591,652,881,690,984,887
1030,663,490,742,674,835,881,679,890,696
976,802,507,595,695,649,883,408,1110,669
363,219,497,893,1191,746,897,239,670,679
553,660,501,1332,961,546,887,316,759,700
530,1123,507,944,1110,570,895,555,1051,1045
1207,558,494,521,505,1003,891,797,1100,470
709,1346,491,970,677,733,890,988,487,1138
886,514,495,737,563,866,895,993,713,498
471,937,501,560,481,883,886,923,819,1220
176,658,492,973,582,711,895,795,579,941
602,564,508,1031,1387,1075,887,604,707,1019
246,1414,509,545,898,634,896,533,888,1202
704,351,502,1241,993,881,886,1458,426,660
794,902,499,791,360,502,881,440,740,767
538,915,502,778,791,864,876,328,876,863
277,1231,507,1017,1096,710,867,631,854,768
1081,424,514,707,937,590,872,569,954,1231
486,144,517,668,999,872,866,965,1009,892
1009,863,507,416,656,559,874,863,851,554
601,-69,508,679,973,937,864,864,790,1104
1251,631,502,510,797,677,856,1020,1240,751
908,-12,517,640,722,698,863,752,909,1129
739,689,499,719,315,758,872,393,908,625
753,684,501,388,763,437,870,616,723,843
954,448,501,964,1151,663,856,909,887,1225
674,651,516,273,370,696,873,813,682,841
404,451,508,545,924,738,863,364,1167,1008
1244,97,515,1251,1029,640,853,820,546,910
80,-198,515,877,423,751,856,823,818,929
429,389,515,348,1043,672,862,805,1116,1186
393,230,500,691,496,853,856,741,841,500
711,830,508,519,1096,761,869,1334,825,899
1265,380,510,660,1184,780,859,945,1027,980
912,867,518,883,1339,837,859,752,656,773
1036,294,507,716,999,1168,869,822,787,1169
884,212,511,1159,327,721,860,709,495,1185
859,282,511,692,465,498,855,684,859,1550
437,768,515,697,760,746,845,1486,812,843
0,672,524,365,893,519,846,875,1075,931
547,673,514,330,906,863,838,825,812,703
593,719,508,457,900,596,852,645,817,1254
595,781,525,740,764,561,848,900,1093,624
1142,293,515,516,952,984,844,831,555,1364
439,154,525,1037,1119,555,847,481,1179,1246
694,617,525,618,982,857,838,374,790,586
1066,368,523,819,998,764,846,665,795,311
311,-91,507,820,493,403,854,670,1017,1034
865,907,515,272,644,725,843,880,908,892
535,303,519,1075,667,399,840,739,909,1143
1527,721,519,1196,846,766,839,968,940,782
321,397,513,488,855,967,845,538,974,672
1276,61,522,654,496,626,844,881,662,648
1249,744,517,802,949,548,835,889,1076,1290
559,381,524,435,973,594,831,660,458,843
980,762,510,802,1166,817,830,1047,1040,1127
-335,-37,523,854,1102,1071,832,870,743,872
1235,664,508,919,1085,436,830,336,1019,731
299,905,518,353,1055,675,835,659,593,954
756,422,513,829,276,802,837,1121,466,1123
443,341,517,1058,113,773,830,1004,1012,1011
1342,1405,523,523,806,593,835,1702,823,820
894,1136,523,438,954,845,826,461,1165,1087
398,488,521,970,22,639,830,505,735,431
789,495,510,825,912,851,829,790,469,922
618,261,520,693,807,751,831,280,549,843
299,764,522,905,408,678,828,755,346,630
1065,763,528,761,1058,419,835,958,874,925
927,298,520,880,154,920,828,745,1135,1131
512,583,511,1017,933,561,823,940,695,975
-104,283,511,930,231,704,835,843,719,1185
621,1161,516,855,579,540,826,920,986,900
228,413,510,788,1011,787,826,954,812,1256
311,994,512,864,765,461,835,1111,566,511
575,496,522,630,1050,741,836,1099,679,746
592,1205,521,646,1002,1125,826,669,782,582
864,648,517,987,578,773,825,660,937,1145
1095,561,519,591,1050,684,820,994,965,787
315,1115,517,1023,812,855,833,1150,865,1411
847,795,512,-44,821,716,832,910,906,1517
401,537,529,766,798,687,830,766,694,738
511,1137,519,858,841,1122,820,803,507,1301
1262,663,528,710,1008,800,815,668,661,980
1008,590,538,876,682,640,810,546,712,943
504,393,534,729,933,864,824,890,767,887
775,96,529,659,1099,790,824,1282,775,1170
608,933,525,1064,695,592,816,934,684,566
199,826,537,459,1102,617,824,1537,992,1142
1019,776,528,1176,1163,575,818,1283,949,874
360,770,532,688,832,531,808,616,875,1080
456,787,528,659,838,773,811,762,903,1042
1120,880,527,906,870,788,807,221,810,891
668,388,536,672,502,595,802,761,886,1065
949,-185,541,597,918,734,809,1012,934,1036
722,951,536,1195,3,726,808,701,655,711
426,645,543,695,750,748,799,1182,501,1036
126,56,514,477,686,579,845,672,1020,1041
270,391,509,660,624,444,846,517,524,773
-149,846,515,784,1453,698,840,767,559,393
507,943,506,1066,636,759,838,576,504,819
505,814,506,1006,517,793,850,1039,870,768
1128,964,513,357,915,927,841,829,903,517
866,448,504,833,1122,742,836,692,1129,1080
612,800,513,482,662,579,844,906,855,952
1209,843,505,768,1060,554,832,491,1009,1118
226,70,495,500,1238,691,836,975,405,1471
525,333,502,823,965,684,844,806,626,1311
-164,-112,505,611,806,611,835,798,898,1237
536,376,506,1390,666,596,837,987,1130,1038
723,589,497,583,353,626,831,853,1096,650
885,57,491,962,1070,476,826,143,854,948
710,504,491,625,625,633,822,1367,591,674
544,552,504,752,843,788,828,810,685,931
897,19,494,831,909,501,841,578,754,741
628,457,493,476,455,994,827,1239,1201,1003
1167,610,485,578,665,378,820,1186,357,1117
698,775,490,688,739,956,828,713,1135,916
1328,979,495,1060,1345,720,823,351,1395,902
1210,802,486,518,787,930,824,607,551,770
490,366,485,652,428,626,817,459,744,1204
55,128,477,773,564,791,810,922,682,1212
553,1090,485,994,993,834,818,954,885,682
1699,870,481,753,821,1002,805,1199,547,1003
736,450,479,327,955,677,812,75,732,917
606,234,473,1133,1701,742,811,822,1068,875
469,382,473,631,891,646,819,764,892,722
541,882,476,1058,1208,877,809,1227,728,1066
124,-38,470,784,662,451,806,383,614,503
417,332,481,262,890,1031,815,937,498,1000
881,814,486,751,819,481,807,986,1296,1153
102,1204,485,859,920,805,801,623,823,1042
1005,51,473,882,984,875,819,1310,1051,896
439,525,470,868,698,538,799,1136,865,1194
1142,-20,476,565,544,871,808,1065,716,555
1069,503,484,909,817,808,811,734,998,1057
837,-69,482,757,586,879,810,1056,975,761
466,204,472,625,1115,463,807,1364,825,503
1226,345,471,324,236,611,800,728,511,968
586,1150,477,789,507,813,804,968,963,814
1231,602,475,449,888,798,817,128,1077,923
683,632,475,489,250,584,804,581,677,451
276,1065,349,1015,518,868,789,694,839,759
770,119,356,694,605,514,794,918,976,1352
1088,626,346,526,655,808,789,666,1119,963
420,689,345,603,1120,906,799,973,736,1272
1129,507,353,611,638,856,796,972,526,766
502,716,344,908,630,822,803,1039,888,1085
1090,281,335,768,818,617,809,49,752,790
1192,524,340,1066,740,863,811,1276,1176,606
785,1114,340,456,1315,393,822,660,723,706
220,430,342,1014,368,516,816,822,1054,1019
792,536,347,542,1032,798,823,1268,828,567
743,1375,336,742,884,816,829,-58,1213,1106
520,453,337,642,673,827,819,601,1287,928
1162,871,339,417,1214,988,829,-25,659,824
130,816,341,964,1376,428,826,334,1008,597
684,1177,333,774,757,554,825,465,684,459
750,296,348,837,458,1031,835,791,773,970
774,-461,339,1117,211,669,830,1036,721,652
536,329,337,514,1187,775,823,910,661,1091
515,799,338,1013,753,995,828,1855,987,1271
905,251,339,867,912,714,838,1103,157,899
1002,802,336,1023,995,756,828,1102,837,705
453,500,347,922,335,643,838,356,1170,962
1052,621,336,902,1191,679,837,745,752,736
1014,432,341,872,342,742,846,440,794,1117
331,542,342,885,906,473,841,484,879,1109
895,491,335,687,747,908,853,617,716,1086
964,702,347,585,668,882,841,865,1160,1116
121,397,342,1032,808,726,850,945,933,1001
726,1043,343,640,454,901,840,774,744,1069
1195,986,338,840,749,891,855,715,435,650
543,89,342,604,1034,565,845,1073,992,891
871,969,341,982,819,657,858,1097,757,664
500,798,348,601,412,535,850,-3,356,939
1168,429,338,599,994,516,846,880,643,1143
802,482,343,727,758,681,855,728,840,541
1119,1232,352,856,1111,898,861,890,873,1323
673,307,349,1127,187,540,862,819,785,1112
1294,280,345,681,1090,762,858,463,706,859
68,-198,342,696,1132,821,853,1217,1046,1690
1112,1027,337,807,497,839,849,1198,628,962
646,611,336,880,915,515,856,325,900,740
423,1287,345,895,1079,736,861,807,1056,1044
405,324,344,1211,1013,899,868,713,908,1076
200,797,343,895,800,741,857,414,1059,638
801,1159,338,507,486,472,853,1051,1229,1038
1010,636,345,505,946,684,862,-9,557,664
981,281,341,464,427,866,865,736,1101,825
203,688,352,726,777,736,854,833,523,301
1310,70,346,321,1103,747,863,405,1100,992
350,875,354,380,954,663,863,117,1047,1178
410,18,340,571,752,533,853,564,868,1298
751,552,351,1218,1013,772,862,486,771,238
327,1228,339,609,856,548,868,481,808,798
1116,385,348,393,278,887,871,725,854,1573
186,962,352,716,684,388,881,440,509,1612
823,459,355,742,517,490,887,923,1129,557
219,-31,349,364,1443,657,890,598,950,646
1550,1024,349,1088,933,677,871,844,648,859
538,651,352,755,903,655,882,806,1137,865
946,210,354,893,1265,1049,881,-230,755,909
318,445,361,834,839,936,880,691,1060,1352
331,469,343,740,233,884,876,327,1094,742
394,1112,359,727,454,838,880,903,754,1025
865,443,357,576,810,567,874,788,877,403
1142,-327,346,329,877,972,887,744,579,997
1204,894,353,971,195,725,879,601,908,1103
640,590,353,800,781,854,871,883,922,861
416,147,354,717,512,918,874,769,719,242
769,435,352,630,1250,644,874,663,769,906
225,-152,353,514,730,1251,864,786,811,813
548,-204,351,1112,1041,931,866,1274,968,872
981,198,361,786,1285,906,874,1003,656,1092
1007,220,344,797,577,917,860,1111,1048,1174
346,604,344,717,1020,622,868,1089,1022,1196
929,775,362,813,278,954,874,459,946,766
1081,702,353,607,787,533,863,696,631,979
259,552,362,785,469,870,855,545,791,881
714,781,353,670,781,659,868,901,968,1079
1267,795,352,324,539,619,858,634,1242,1223
579,446,349,593,521,513,855,1107,814,650
804,1026,350,353,981,638,858,1574,1177,473
509,643,356,390,1023,746,862,451,505,1281
212,284,352,843,926,714,848,743,650,1355
712,567,355,704,526,788,852,54,1044,1294
744,379,359,726,915,747,866,1133,815,1146
1310,635,352,637,317,679,856,1066,749,685
637,694,348,700,807,831,861,904,735,1021
306,164,353,887,699,716,858,798,627,1185
1320,1358,352,529,456,636,848,515,632,506
945,95,357,713,945,650,852,988,628,1032
143,508,359,639,913,454,852,445,804,1293
316,933,355,188,740,629,844,571,878,733
1350,819,357,785,539,720,853,1135,541,899
314,1077,359,626,1494,825,847,284,769,1242
704,557,346,743,609,689,855,728,862,528
709,1499,352,448,1265,733,846,1438,710,854
641,425,361,700,966,545,841,697,954,973
493,432,343,999,705,935,842,573,823,1023
633,694,355,954,306,696,845,1537,710,821
561,450,352,825,713,711,835,727,1083,587
1195,1244,343,853,595,774,827,1112,787,737
524,490,351,379,738,1197,834,948,671,829
777,564,357,955,1011,875,843,596,835,827
1081,720,352,297,1091,870,834,720,741,1042
598,897,346,659,745,590,833,581,1009,559
307,176,345,457,649,962,826,1203,1275,1026
393,619,345,896,697,515,837,910,618,930
246,706,362,840,491,897,825,518,848,863
982,1486,352,721,734,852,833,962,814,884
1049,632,362,969,723,747,823,774,851,1069
593,254,362,661,1011,705,834,684,735,1031
-2,-130,347,906,763,438,837,665,1112,1041
933,598,347,1063,855,563,826,392,1013,787
420,594,347,786,721,844,825,853,1015,1812
472,319,352,1166,824,483,816,1019,842,773
95,1202,362,1151,483,669,823,276,752,1181
311,916,342,656,476,784,809,744,904,784
240,54,347,503,989,862,814,774,961,1084
683,428,350,1244,354,599,823,753,42,754
-163,584,351,752,713,643,813,672,751,881
1219,387,352,343,749,899,822,705,583,1097
398,396,343,896,1231,547,821,1173,1339,1250
426,454,351,881,752,751,812,362,897,1398
579,475,348,761,807,844,803,369,963,985
693,906,345,209,699,744,803,824,763,644
871,667,355,716,681,717,801,893,737,829
931,583,350,605,300,640,794,529,563,1227
983,-185,352,980,639,742,796,833,971,1379
354,660,354,784,849,637,798,969,757,919
1043,249,362,820,768,589,804,317,816,800
528,-304,365,466,1206,858,792,886,663,422
-159,594,348,744,750,504,800,1421,629,546
1070,630,358,550,153,650,801,1213,181,872
1159,346,366,456,677,1041,807,745,830,588
777,241,358,807,929,621,811,1226,1257,1222
836,845,361,948,673,764,791,890,560,808
936,463,364,783,1385,875,801,236,811,661
1326,461,357,692,1013,697,809,865,1145,1148
1275,137,364,830,474,871,805,639,655,1321
38,463,373,894,385,529,799,1011,957,1073
802,65,382,897,1010,855,795,1426,790,1436
440,1285,368,1129,1354,1097,807,461,850,1128
1720,1477,373,1256,459,505,796,721,976,779
367,747,381,61,982,726,799,367,738,754
193,211,375,699,339,302,807,692,1119,1286
661,972,380,596,855,485,798,603,831,784
49,876,370,417,834,641,805,1265,974,1034
790,980,374,705,548,695,791,530,806,857
736,628,371,1075,914,873,808,461,1273,1026
265,761,370,1073,184,1089,797,868,1155,935
802,1007,378,1162,544,834,799,803,684,1031
1578,889,388,707,164,670,800,814,846,980
1447,173,384,1018,904,759,807,262,1219,523
1131,251,388,584,284,531,792,893,1303,796
948,526,389,431,408,606,802,710,892,1168
263,730,379,825,384,484,811,1226,736,673
1234,267,386,870,778,330,793,1216,929,541
160,272,379,685,911,687,804,763,888,1364
494,1079,390,1019,434,687,802,562,831,1098
770,812,400,565,784,807,797,887,814,606
126,1024,397,1276,432,705,805,765,661,771
529,917,406,433,576,653,810,863,788,781
1275,101,402,161,473,759,818,1247,797,868
709,738,415,732,418,803,810,937,531,1087
922,895,397,876,629,951,809,195,699,1178
1552,737,410,554,477,641,804,899,1089,677
952,513,412,499,973,642,803,991,521,1877
908,343,415,1233,536,695,807,1173,609,840
230,202,417,284,914,524,817,943,976,914
678,675,419,961,948,775,827,1105,1190,556
123,766,418,655,773,743,815,154,808,721
697,1358,415,682,311,450,825,351,1302,460
-199,66,422,451,825,509,833,374,1079,1230
355,151,416,201,895,681,837,716,530,1196
5,499,412,548,674,457,833,888,685,1093
609,196,415,1012,512,719,834,75,1054,838
984,1017,430,429,633,1185,838,451,892,987
34,982,419,834,533,889,827,716,465,726
-161,-5,418,795,642,733,837,1303,532,598
1079,28,420,480,1221,777,833,1170,981,723
449,1293,417,391,741,1064,834,1263,892,1079
1402,405,411,694,234,840,843,1365,911,1367
489,225,419,647,1234,581,840,824,856,1167
964,1403,405,792,531,377,853,760,749,1299
1174,1345,421,852,333,368,836,856,553,728
987,314,410,1069,548,882,843,662,784,1070
790,954,418,622,872,961,853,1083,936,909
835,699,409,627,1122,903,835,450,1253,622
16,104,410,449,1312,714,845,580,841,715
706,1356,420,726,572,725,842,1177,884,1161
533,547,420,647,754,562,842,1137,948,1225
772,1002,405,702,755,593,851,1180,679,1170
840,810,415,478,198,511,854,1628,698,978
697,486,414,919,601,805,837,376,963,1425
145,616,408,703,881,499,846,1119,958,811
146,557,418,568,1167,716,851,381,997,899
777,919,402,993,777,825,854,489,737,480
520,924,408,745,717,1067,842,364,967,584
1203,770,416,234,1191,767,852,857,795,650
346,1038,407,520,576,685,846,1340,714,974
1280,150,403,1135,1004,1160,840,553,737,935
124,1003,397,746,1142,575,845,786,874,264
-78,821,397,571,789,1037,840,762,679,763
1300,416,406,420,410,1095,846,830,849,981
1402,560,402,330,778,683,853,724,1072,1188
1151,721,411,646,814,650,846,649,914,356
745,929,406,1105,440,1205,845,993,634,1207
225,438,414,843,422,804,836,877,850,1359
953,1036,400,497,758,835,849,944,790,1233
1619,243,397,474,918,425,836,712,547,346
146,754,406,-9,742,790,847,679,750,1037
773,1092,401,817,648,1081,845,663,760,827
11,260,410,363,633,788,844,391,820,1242
426,1055,401,444,721,687,849,846,1004,1357
433,996,400,1074,521,1002,839,889,826,875
1041,731,402,856,963,775,847,890,1187,1066
1434,282,393,739,543,672,852,990,950,915
1214,614,398,706,1304,1129,853,837,1035,786
368,856,397,970,945,754,846,426,956,847
814,948,389,1102,635,695,853,995,1106,702
-337,1020,383,1089,840,909,855,859,1116,716
-269,805,387,826,977,499,848,662,461,736
945,199,379,1031,1112,572,855,1144,658,873
274,424,388,1026,1436,524,852,734,620,1215
181,482,374,1354,695,502,861,873,726,452
1007,545,372,852,1118,569,851,951,858,867
53,506,383,939,1223,704,847,753,665,994
1241,149,371,844,780,535,846,107,573,1229
841,211,378,686,437,788,855,441,1202,788
643,306,368,390,498,471,857,709,529,488
657,851,379,624,659,981,847,831,844,1393
896,318,375,644,956,528,847,1102,1324,109
-23,243,385,476,611,495,862,1588,1427,961
806,903,387,921,289,599,858,950,869,688
112,-2,381,620,368,663,865,574,724,802
-85,659,376,670,813,912,856,1150,1052,1389
1318,485,371,517,1095,619,859,477,278,946
836,832,370,377,1010,733,853,953,854,480
667,135,361,987,1105,1012,859,631,1186,866
833,573,352,896,429,692,866,184,550,561
932,580,353,837,882,230,856,1311,579,972
435,-435,352,1108,1644,860,860,1024,787,980
539,359,363,415,494,590,858,1044,1071,594
444,1174,365,988,642,793,859,720,1498,1348
561,319,375,630,398,896,857,960,736,541
732,468,366,803,865,923,862,865,539,1037
740,740,365,838,903,759,866,450,505,1503
786,650,376,570,605,567,856,696,766,886
1164,261,382,980,548,744,863,889,987,952
714,10,384,1123,729,567,846,848,1312,989
1196,-123,367,330,782,487,861,994,691,932
698,609,377,774,550,507,856,935,735,354
1121,818,374,282,868,815,865,566,1138,1135
566,724,375,913,870,868,846,210,441,1333
713,449,370,820,503,691,866,729,1098,1434
753,342,372,418,1216,1098,856,418,518,846
1012,793,381,386,858,791,851,1022,226,1198
1484,1086,367,652,740,881,848,880,737,903
706,634,378,1113,630,1038,856,324,808,893
1008,2,378,431,867,819,854,556,1189,1327
653,209,375,1201,564,276,857,1095,810,980
742,902,385,837,608,781,854,657,698,926
612,128,395,1035,975,894,845,807,1041,560
475,228,379,309,1046,767,861,747,518,1001
675,894,383,286,1010,604,844,807,1004,1178
542,-25,382,987,866,793,855,1104,754,712
1096,-327,376,515,317,643,862,610,736,1416
